question,reply
هل يجوز قضاء الصلوات الفائتة قصراً؟,"السلام عليكم ورحمة الله وبركاته. 
يقضي ما فاته قصراً قصراً ولو في الحضر، وما فاته تماماً تماماً ولو في السفر، وإذا كان في بعض الوقت حاضراً وفي بعضه مسافراً قضى ما وجب عليه في آخر الوقت."
"السلام عليكم 
عندي سؤال بخصوص صلاة الجمعه يعني حسب رأي السيد السيستاني يكول صلاة الجمعه مو واجبه على النساء ولازم اله جماعه واني حاليا دا اصليه ووحدي يعني عادي استمر عليه ماكو مشكله وصدك هيه تعوض عن فرض الظهر؟؟","وعليكم السلام ورحمة الله وبركاته 
لا تصح صلاة الجمعة فرادى ولا تجزي عن الظهر في هذا الحال، فالواجب عليك في هذا الفرض الإتيان بالظهر في يوم الجمعة."
"السلام عليكم 
لم اكن اعلم بالادعية المصاحبة لصلاة الليل فهل صلاتي غير مقبولة ؟","عليكم السلام 
الأدعية مستحبة وتركها لايبطل الصلاة."
السلام عليكم  صلاة الزيارة واجب لو مستحب,"عليكم السلام ورحمة الله وبركاته 
مستحبة"
ماهي صلاة الزياره,صلاة الزيارة يقصد وينوي صلاة الزيارة للمعصوم عليه السلام ،فهي ركعتين مثل صلاة الصبح نيتها صلاة الزيارة قربة الى الله تعالى.
صلاة الزياره عن بعد  هل قبل الزياره ام بعد الزياره,صلاة الزيارة تكون حسب ماورد في الزيارة فإذا ورد في الزيارة الصلاة قبل الزيارة فتصليها قبلها واذا وردت بعدها فتصليها بعدها واذا لم يذكر وقت الصلاة يمكن لك ان تصليها بعد الزيارة.
السلام عليكم اني اصلي صلاة الليل بس هسه اني حامل ما اكدر اصليها هل عليه اثم إذا تركتها بس وره ولادي راح ارجع اصليها وشكره جزيلا,"السلام عليكم ورحمة الله وبركاته.
لا شيء عليكم بتركها."
السلام عليكم اني اصلي صلاه لليل والحمدالله سنه ماتاركته فمرات اكعد يم اهلي اخوي يكلي انتي مو صلين صلاه لليل ليش ماكو نور بوجهج مثل لي نشوفهم يكلي يمكن صلاتج غلط لو نيتج مو زينه اني وجاي اشوف اختي امي نور بوجهن اني لا صدك هلشي اذا ماكو نور بلوجه يعني غلط صلاتي لو رب العالمين ماجي يقبله صلاتي بيه شكال اني نيتي اصلي والله مو نيتي بياض الوجه ونور بس اهلي ضوجوني من كلولي هيج,"وعليكم السلام ورحمة الله وبركاته. 
أهلاً بكم في تطبيقكم المجيب. 

١) ابنتي الكريمة، نشكر تواصلكم معنا. 
- وينبغي بأن لا يكون همّك من العبادة هو العوض، فلا تهتمي ولا تسمعي لمثل هكذا كلام الذي يجعل من نيتك متزلزله وغير خالصه لله سبحانه وتعالى، لأن واجبنا بأن نحافظ على الإخلاص في العبادة،
 - فكما قال مولانا أمير المؤمنين  ( عليه السلام ): "" الإخلاص ثمرة العبادة ( ميزان الحكمة للريشهري: ج١  / ص٧٥٨ ) .

٢) وينبغي ياابنتي الكريمة بأن لا تأخذك في الله لومة لائم، وأن تنظري إلى الأهم من ذلك وهو: 
أن تحافظي على النور الذي في قلبك الذي وفقك الله تعالى على المداومة لصلاة الليل، لأنّ التوفيق كل التوفيق هو أن وفقك لقيام الليل وهو مقام شريف وعالي عند الله سبحانه وتعالى. 
- وعليك بأن تشكري الله سبحانه وتعالى على هذا التوفيق العظيم لأنه وكما قال مولانا أمير المؤمنين  ( عليه السلام ): 
"" النعم تدوم بالشكر "" ( المستدرك: ج١٢ / ص٣٧٠ ) .

* وفقنا الله تعالى وإياكم لكل خير وصلاح بحق محمد وآله صلوات الله عليهم أجمعين ."
"السلام عليكم 
كيف نصلي صلاه الجمعه.","وعليكم السلام ورحمة الله وبركاته

 صلاة الجُمعة ركُعتان مع خطبتين -قبل الصلاة - ، وتُصلى يوم الجُمعة عوضاً عن صلاة الظهر  .
ويتخير المكلفُ - في زمن  الغيبة - بين صلاة الجُمعة  إذا أُقيمت بشروطها الشرعية، وبين صلاة الظهر .
ومن الشروط المُعتبرة في صحة صلاة الجُمعة والاجتزاء بها ما يلي:
(1) أن تؤدى جماعة، ولا يقل عدد المشتركين فيها عن خمسة أحدهم الإمام.
(2) أن يتوفر في الإمام شروط إمام الجماعة من العدالة وصحة القراءة وطهارة المولد وغيرها من الشروط .
(3) أن تسبقها خطبتان من قِبَل الإمام.
(4) أن لا تسبقها صلاة جمعة أخرى في مكان آخر تفصله عنها مسافة أقل من خمسة كيلومترات ونصف كيلو متر"
"السَلامُ عليكُم
شَيخ بَلا زحمة 
بَس أستفسار بـ شأن نافلة الوتَر
عَند القنُوت لمَن استغفر لـ ٤٠ شخَص و الأستغفار ٧٠ مَرة و هذا المقا العائذ بك من النار ٧ مَرات و العَفو ٣٠٠ مَرة
شَيخ هنا أرفع أديه لو أنزلهن ؟
عُذرًا عن الأطالة","عليكم السلام و رحمة الله و بركاته 
يشترط رفع اليدين في القنوت على الأحوط وجوبا إلا للضرورة فيجوز وضعهما."
هل يجوز قضاء صلاة الصبح بعده أداء صلاة الضهر والعصر,يجوز القضاء في اي وقت .
"السلام عليكم ورحمة الله وبركاته 
1- انا اصلي صلاة الليل فعند وصولي لى ركعة الوتر هل يجوز لي الدعاء بما شئت في القنوت ؟
2- هل يجوز أن اصلي صلاة الليل قضاء بعد طلوع الشمس؟","عليكم السلام ورحمة الله وبركاته
١_ لا إشكال في ذلك من الدعاء بالأمور المحللة
٢_ يجوز قضاء صلاة الليل بل امر راجح."
"السلام عليكم ورحمة الله وبركاته 
صلاة الوتر وحدها بها تشهد وتسليم؟","عليكم السلام ورحمة الله وبركاته 
نعم، فيها تشهّد وتسليم."
"الأحد 10/12
سلام عليكم
برامج سنتات تابع شركه سنتات(لبيع السيارات مواد بناء والستثمار عبره المضاربه الشرعيه)  منشئ البرامج مدير الشركه من اهل النجف
ع سبيل المثال. تشتري من شركه سنتات عداد ب مليونين و300نقطه برصيد. 7. كرتات اسيا ابو 100الف
ينطوني بالشهر 300الف نقطه احولهن الى 60دولار
بعد ذالك يبقه مستمر بعطائي 300الف نقطه كل شهر وحولهن 60دوالار وسحبهن من الصيرفه
برامج سنتات هي: شركة لبيع السيارات، ومواد بناء، والاستثمار عبر المضاربة، ومُنشّيء البرامج مدير الشركة من أهل النجف الأشرف.
التعامل معها يكون كال التالي 


ماحكم هل عمل
جزاكم الله خير",فيه إشكال عند سماحة السيد ويمكن الرجوع إلى الغير
"السلام عليكم 
ماالفرق بين سجدتي السهو وركعة الاحتياط؟","عليكم السلام و رحمة الله و بركاته 

صلاة الاحتياط هي ما يؤتى بها بعد الصلاة تداركاً للنقص المحتمل فيها، ويعتبر فيها أُمور:
١ ـ أن يؤتى بها بعد الصلاة قبل الاتيان بشيء من منافياتها ، وإلاّ لم تصح على ـ الأحوط لزوماً ـ.
٢ ـ أن يؤتى بها تامة الأجزاء والشرائط على النحو المعتبر في اصل الصلاة ، غير أن صلاة الاحتياط ليس لها أذان ولا اقامة وليس فيها سورة ـ غير فاتحة الكتاب ـ ولا قنوت.
٣ ـ أن يخفت في قراءتها على ـ الأحوط لزوماً ـ وان كانت الصلاة الأصلية جهرية ، ـ والأحوط الأولى ـ الخفوت في البسملة أيضاً.
وأما سجود السهو فيجب للكلام ساهياً، وللسلام في غير محلّه على الأحوط وجوباً فيهما، وللشكّ بين الأربع والخمس أو ما بحكمه كما تقدّم، ولنسيان التشهّد، وكذا يجب فيما إذا علم إجمالاً بعد الصلاة أنّه زاد فيها أو نقص مع كون صلاته محكومة بالصحّة فإنّه يسجد سجدتي السهو على الأحوط لزوماً، والأحوط الأولى سجود السهو لنسيان السجدة الواحدة وللقيام في موضع الجلوس، أو الجلوس في موضع القيام سهواً، بل الأحوط الأولى سجود السهو لكلّ زيادة أو نقيصة."
"السلام عليكم ورحمة الله وبركاته 
اذا الرجلين ظاهره في الصلاة يعني كف الرجلين هل تبطل الصلاة","عليكم السلام ورحمة الله وبركاته 
لا تبطل الصلاة لانّه لا يجب ستر القدمين اثناء الصلاة."
"السلام عليكم
اني مطلوب صلاة الصبح بس ماعرف شكد مطلوب اقل من سنه لو اكثر من سنه بس اكثر الاحتمالات سنه كامله . سؤالي: شكد اصلي لان ماعرف شكد مطلوب اني؟
وشكرا","عليكم السلام 
تصلي القدر الذي تتيقن ان ذمتك معلقة به ،اي لو شككت ان الذي عليك سنة او اكثر فالقدر الذي تعلقت ذمتك يقيناً به هو سنة."
"السلام عليكم ورحمة الله وبركاته 

توفي شخصان صلاة الوحشة تكون لكل واحد منهم ام الاثنين في الصلاة  واحدة","عليكم السلام 
لكل منهما صلاة"
"السلام عليكم 
١- هل يجوز اتكلم لشخص اني اقوم بعمل صلاة الليل وهل ذالك يبطل الصلاة
٢.اني اريد ان اصلي صلاة الليل مع اختي هل يمكن اني تذكرني (تصيحني للصلا) وهل انا يجوز ان اذكرها بالصلا (لو لازم الانسان يذكر نفسه بصلاة دون الحاجه لشخص يعلمه عن ان وقت الصلا قد حان) 
٣. وهل يجون ان نصليها معاً( صلاة الليل)","عليكم السلام ورحمة الله وبركاته 
1. إن لم يكن رياءً، فلا تبطل الصلاة.
2. نعم، يجوز كل وحدة أن تذكر الأخرى.
3. الصلاة معًا: إذا كان مقصودك في وقت واحد  ليس جماعة، يجوز وتَصح الصلاة."
"السلام عليكم
هل يجوز صلاة الليل فقط في العطلة وقطعها في الدوام؟","السلام عليكم ورحمة الله وبركاته.
يجوز ذلك ،وينغي المداومة عليها لما لها من الفضل الكبير."
"السلام عليكم 
انا شاب عمري اصبح 23 سنة ووصلت لهذا العمر وانا لم اصلي صلاة الايات ابدا لم اكن واعي لهذا الشيء فأن لا اعلم كم صلاة فاتتني من صلاة الايات وكيف اقضيها وبشكل عام لا اعلم ماذا افعل فأرجوا منكم ارشادي بشكل كامل لقضاء ما في ذمتي 
وفقكم الله لكل خير","السلام عليكم
يجب عليك قضاء ما فاتك من صلوات الكسوف والخسوف، سواء كان كليًا أو جزئيًا. والأحوط أن تغتسل إذا كان الكسوفان كليين.
 وليس لها عدد معين في كل سنة، فقد لا يتكرر شيء من ذلك طوال السنة وقد يحدث مرة أو أكثر. 
فيجب عليك قضاء ما فاتك من الصلاة بالمقدار الذي تطمئن حدثت في السنين الخسوف والكسوف، ويمكن الاقتصار على قضاء القدر المتيقن. فإذا تردد العدد بين الأقل والأكثر، يجوز الاقتصار على قضاء الأقل."
انا اسوي اعمال وصلاة واني من اسوي الأعمال احس روحي مجبور اسوي الأعمال و حتى صلاة الليل هل التقبل الأعمال ام لا,"السلام عليكم ورحمة الله وبركاته.
الاعمال صحيحة وقبول العمل لايعلم به إلا الله تعالى."
صليت صلاة الظهر بدون وضوء وبعدين اتذكرت ما هو الحكم,"السلام عليكم ورحمة الله وبركاته. 
تجب عليك الإعادة."
هل يجوز اهدي الاعمال او عمل إلى صاحب الزمان او كذا امام و هم اهدي لشخص معين ، يعني عمل واحد اهدي لامام و شخص ، يصير او لا ؟,"السلام عليكم 
يجوز اهداء الثواب لهما او لهم"
اني طالع خارج مدينتي وأذن الاذان واني بالطريق ومصليت ولمن رجعت للبيت لمفروض شنو اصلي قصر لو تمام,"السلام عليكم ورحمة الله وبركاته.
إذا لم يخرج الوقت وأنتم في البيت فتصلى تماما."
هل يجوز النوم قبل صلاة الصبح بنصف ساعه او ساعه أله ربع؟,"السلام عليكم 
يجوز في حد ذاته"
"اني عندما كنت 
مراهقة مرات اغلس عن الصوم 
وما اصوم وماعرف شكد مصايمه 
ماحكم هذا الموضوع","السلام عليكم ورحمة الله و بركاته


إذا احتملت أنّك لم تعي التكليف آنذاك أو احتملت بأنّك كنت واثقةً بجواز الأكل حينذاك فيكفيك قضاء الصوم ولا تجب الكفارة، وتحسب ايام القضاء بالمقدار الذي تطمئنين انه بذمتك."
سلام عليكم ورحمه الله وبركاته عندي سؤال ماهو الوقت المفروض لصلاة الصبح هل الصلاة الصبح تجوز بعد طلوع الشمس يعني الساعة الخامسة والسادسة والسابعة صباحا ارجوا الإجابة وشكرا,تجب صلاة الصبح عند الفجر الصادق الى شروق الشمس ، ولا يجوز تأخيرها الى ما بعد شروق الشمس ، ولو اخرها قضاها .
ما حكم صلاة والصوم زوجه عنده الذهاب الى بيت اهلها علما انه المسافة اكثر من ٥٠ كيلو متر,"اذا كانت الزوجة اعرضت عن مسقط رأسها يعني تطمئن بعدم العود والسكن في مسقط رأسها مرة ثانية بشكل دائم 
تصلي قصر ولايصح الصوم إذا لم يكن لديها إقامة عشرة أيام فصاعدا. 
نعم اذا كانت ملتزمة بالمجي كل اسبوع يومين او في الشهر سبعة ايام كاملة في بلدها السابق فتعتبر وطن شرعي لها اذا كان لمدة اربع سنوات او اكثر على هذا المنوال.
علمًا ان المسافة الشرعية تُحسب من اخر بيت في بلدكم"
هل بجوز ان اصلي صلاة الفجر ساعة ب ٧:٣٠ الصبح وهل يجوز اصلي صلاة الضهر والعصر بنفس الوقت,"السلام عليكم 
لايجوز تأخير الصلاة عن وقت اداءها عمدا بحيث يلزم وقوعها خارج الوقت.واما صلاتي الظهرين فيجوز الجمع بينهما في اول الوقت نعم يستحب تأخير صلاة العصر الى وقت فضيلتها."
1_انه اشتغل بمحل وقت صلاة اغلق المحل اروح اصلي ابو محل يضل يحجي عليه ويكلي ختصر بصلاتك او سرع ما حكمه صلاه الضهر وعصر وهل يحقله يمنعني من صلاه,"السلام عليكم ورحمة الله وبركاته 
إن كان الذهاب للصلاة وترك العمل خلاف ما اشترط عليك في عقد الاجارة فلا تجوز لك الصلاة إلّا بعد ان ينتهي الوقت المقرر لك العمل فيه ، نعم على ان لا يستوعب ذلك كل وقت الصلاة ، والافضل التصالح مع المتسأجر على ان تصلي في وقتها مقتصراً على الواجب فيها ."
هل يجوز ان البس سماعات عندما اصلي (لاني لا اتقن صلاه الليل لذالك اشاهدها عن طريق الهاتف.,يجوز ذلك.
"هل يجوز صلاة النوافل واهدي ثوابها الى والدتي المتوفيه؟
علماً انا فتاة ويجود لديها ٥ بنات و ولد واحد",يجوز ذلك.
"السلام عليكم ورحمة الله وبركاته 
اني جنت اصلي صلاة اليل من اوصل لركعه الوتر يعني اصليها بعدين يله استغفر لاربعين مؤمن والخ... هل يجوز ذلك","عليكم السلام ورحمة الله وبركاته 
يجوز ذلك"
سلام عليكم هل يجوز اصلي اب تراك طويل؟,"عليكم السلام و رحمة الله و بركاته
ان كان ساترا فيجوز."
السلام عليكم اريد علاج لكثرة النوم والإستيقاظ مبكرا او في أي وقت أريده وشكرا على الإجابة على سؤالي السابق,"عليكم السلام ورحمة الله وبركاته أختي الكريمة..
1- تجنبوا الكسل والفراغ وكونوا في حالة نشاط في يومكم.
2- عالجوا نقص الفيتامينات والمعادن (خصوصا فيتامين دي).
3- تجنبوا السهر تماما، وناموا مبكرا جدا كي تأخذوا فائدة النوم في الليل.
4- مارسوا الرياضة بانتظام.
5- صمموا على الاستيقاظ مبكرا.
6- عن النبي صلى الله عليه وآله: «من أراد شيئا من قيام الليل فأخذ مضجعه فليقل: «اللهم لا تؤمني مكرك، ولا تنسني ذكرك، ولا تجعلني من الغافلين، أقوم إنشاء الله ساعة كذا وكذا) فإنه يوكل الله به ملكا ينبهه تلك الساعة».
وفقكم الله لكل خير.."
"السلام عليكم
 خالتي متكدر اصلي هيه واكفه عدهه خفقان ينكطع نفسهه وضهرهه يوجعه يصير اصلي على كرسي","عليكم السلام ورحمة الله وبركاته 
اذا تمكن المصلي من القيام ولكن لم يتمكن من الركوع اوالسجود المتعارف على الارض فوظيفته كالاتي: 
١/ان يكبر تكبيرة الاحرام ويقرا الحمد والسورة حال القيام 

٢/ان يركع بالطريقة المتعارفة فان لم يتمكن جاز له ان ياتي بالركوع ايماءً وهو قائم ( اي بإنحناء الراس الى الاسفل قليلا) 

٣/بعد اتمام الركوع اذا لم يتمكن من السجود المتعارف على الارض  فإن تمكن من ايصال جبهته الى ما يقارب الارض  ويسجد على التربة يجب عليه ذلك وان لم يتمكن فهو مخير بين امرين: 

اما ان يبقى واقفا وياتي بالسجود ايماءً والاحوط وجوبا ان يكون انحناء راسه للسجود اكثر من انحنائه للركوع

واما ان يجلس على الكرسي ويومئ للسجود ويستحب له ان يضع جبهته على ما يصح السجود عليه فوق الطاولة امامه

٤/ان يقف للركعات اللاحقة ويستمر في الصلاة كما تقدم

٥/ان ياتي بالتشهد والسلام جالسا على الارض فان لم يتمكن ياتي بهما بالجلوس على الكرسي على الاحوط وجوبا، نعم اذا علم انه اذا جلس على الارض للتشهد للركعة الثانية سوف لايتمكن من القيام للركعات اللاحقة فلا يجلس على الارض بل على الكرسي نعم يجب الجلوس على الارض للتشهد الاخيروالسلام  على الارض مع القدرة والا جلس على الكرسي على الاحوط وجوبا."
"السلام عليكم
متى ليله وحشه الامام الحسين هل هيه يوم11 محرم وهوه كان ليس مدفون ام ليله13 محرم 
عندما دفن 
ولماذا؟","وعليكم السلام ورحمة الله وبركاته 
أهلاً وسهلاً بكم في برنامج المجيب
 
ليلة الوحشة هي أوّل ليلة بعد الدفن، وسميت ليلة الوحشة لشدة توحش الميت فيها، ففي مرسلة الكفعمي وموجز ابن فهد (رحمها الله) قال النبي صلى الله عليه وآله وسلم: لا يأتي على الميت أشد من أول ليلة.
هذا للإنسان العادي وليس للمعصوم الذي لو كُشف عنه الغطاء ما ازداد يقيناً.

ودمتم بحفظ ورعايته."
السلام عليكم سيد صلاه الوتر انه ما استغفر لجميع المومنين اكول اغفر جميع المومنين والمو منات يصير,"وعليكم السلام
الاستغفار لاربعين مؤمن في صلاة الوتر مستحب فيجوز تركه."
"سلام عليكم 
اني من بغداد واستقريت في كربلاء عملي وبيتي  ولكن بيت اهلي لازال في بغداد ما حكم صلاتي في بغداد عندما اذهب الى بيت اهلي .. وليس لدينا نيه في العوده وسكن في بغداد","عليكم السلام 
مع الاعراض عن المنطقة السابقة تصلي قصراً ما لم تكن من كثيري السفر او تقيم في ذلك المكان عشرة أيام او أكثر ."
"السلام عليكم 
سؤالي هل المواظبة على صلاة الليل لفترة معينة ومن ثم تركها لظروف او عدم القدرة على صلاتها فيهِ اشكال شرعي(حرام؟!) 
سمعت أنه من يداوم على صلاتها ومن ثم يتركها سيتأذى او يصيبهُ شيء وحرام هل هذا صحيح ؟!","السلام عليكم ورحمة الله تعالى وبركاته
لاتوجد حرمة في ذلك."
"السلام عليكم 
سوال 
ماحكم من ياتي بصلاة الاحتياط و سجدتي السهوة بعد كل صلاة واجبة من باب الاحتياط او الاطمئنان","وعليكم السلام ورحمة الله وبركاته 
صلاته صحيحة في مفروض السؤال ولكن لم يكن مسوغ لهذا الاحتياط لذلك."
ما حلُّ مشكلة عدم الاستيقاظ لصلاة الفجر؟,"١- يمكنك أنْ تُكلّف أحداً بإيقاظك للصلاة، أو تستخدم الساعة المنبّهة. 
٢- يدعو بقوله تعالى ((رَبِّ ٱجْعَلْنِى مُقِيمَ ٱلصَّلَوٰةِ وَمِن ذُرِّيَّتِى ۚ رَبَّنَا وَتَقَبَّلْ دُعَآءِ))، سورة إبراهيم، الآية 40.
٣- وقراءة آخر سورة الكهف: ((قُلْ إِنَّمَا أَنَا بَشَرٌ مِّثْلُكُمْ يُوحَىٰ إِلَيَّ أَنَّمَا إِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ ۖ فَمَن كَانَ يَرْجُو لِقَاءَ رَبِّهِ فَلْيَعْمَلْ عَمَلًا صَالِحًا وَلَا يُشْرِكْ بِعِبَادَةِ رَبِّهِ أَحَدًا))، سورة الكهف الآية ١١٠.
٤- وقد ورد عن علي(ع) أنَّ رسول الله(ص) قال: ((من أراد شيئاً من قيام اللّيل فأخذ مضجعه، فلْيقل: اللّهمَّ لا تؤمنِّي مكرك ولا تُنْسنِي ذكرك، ولا تجعلني من الغافلين، أقوم إنْ شاء الله(تعالى) ساعة كذا وكذا، فإنَّ الله عزَّ وجلَّ يوكِّل به ملكاً ينبِّهه تلك الساعة…))، دعائم الإسلام للقاضي النعمان المغربيّ، ج ١، ص ٢١٣.
٥- عن أبي الحسن موسى بن جعفر عليه السلام: ((اللّهمَّ لا تؤمنِّي مكرك، ولا تُنسِنِي ذكرك، ولا تولِّ عنِّي وجهك، ولا تهتك عنِّي سترك، ولا تأخذني [تؤاخذني] على تمرُّدي، ولا تجعلني من الغافلين، وأيقظني من رقدتي، وسهِّل لي القيام في هذه اللّيلة في أحبِّ الأوقات إليك، وارزقني فيها [ذكرك و] الصلاة والشكر والدعاء حتّى أسألك فتعطيني، وأدعوك فتستجيب لي وأستغفرك فتغفر لي إنَّك أنت الغفور الرحيم))، مصباح المتهجّد للشيخ الطوسيّ، ص ١٢٣."
"السلام عليكم
نافلة الصبح التي هي ركعتين الحمد والكافرون + الحمد والتوحيد
هل وقت صلاتها قبل ان ياذن اذان الصبح ام يصح بعد الاذان ؟","عليكم السلام ورحمة الله وبركاته

وقت نافلة الفجر بين الفجر الأول وطلوع الحمرة المشرقية، ويجوز دسها في صلاة الليل قبل الفجر ولو عند منتصف الليل."
هل يجوز أن أقول في ركعة الوتر  فقرة الاستغفار أللهم اغفر للمؤمنين والمؤمنات بدل الاستغفار لأربعين مؤمن ومؤمنة,يجوز
"السلام عليكم

ما هو ثواب صلاة الليل؟
وإذا لم نستمر عليها، ما هو الحكم؟","وعليكم السلام ورحمة اللّٰه وبركاته
أهلاً بكم في تطبيقكم المجيب

قد وردت روايات كثيرة في ثواب قيام صلاة الليل، منها:
عن أبي بصير، عن أبي عبد اللّٰه (عليه السلام)، قال: ""حدثني أبي، عن جدي، عن آبائه، عن علي بن أبي طالب (عليهم السلام)، قال: قيام الليل مصحة للبدن، ورضى الرب، وتمسك بأخلاق النبيين، وتعرض للرحمة"".

وعن أبي عبد اللّٰه (عليه السلام)، قال: ""كذب من زعم أنه يصلى صلاة الليل وهو يجوع، إن صلاة الليل تضمن رزق النهار"".
وروي رسول اللّٰه (صلى اللّٰه عليه وآله): ""من صلى بالليل حسن وجهه بالنهار"".

وروي عن الإمام الصادق (عليه السلام ): ""ثلاثة هنّ فخر المؤمن وزينة في الدنيا والآخرة: الصلاة في آخر اللّيل، ويأسه ممّا في أيدي الناس، وولاية الإمام من آل محمّد (صلى اللّٰه عليه وآله)"".

وروي عن الإمام الرضا (عليه السلام): ""عليكم بصلاة اللّيل، فما من عبدٍ يقوم آخر اللّيل فيصلّي ثمان ركعات وركعتي الشفع وركعة الوتر، واستغفر الله في قنوته سبعين مرّة، إلاّ أجُير من عذاب القبر، ومن عذاب النار، ومُدّ له في عمره، ووسّع عليه في معيشته"".

وللأسف بانقطاع صلاة الليل تنقطع تلك الآثار عن العبد المصلي وسيكون في حسرة وندامة لضياع هذه النعم الكبيرة من بين يديه فلازموا صلاة الليل ولو ركعتين منها فقط كي يَصْدُق عليكم من عباد الليل ومن المصلين لصلاته.

وفقكم اللّٰه لطاعته"
ذات استحاضه قليله توضأت وصلت صلاه الظهر وبعدها طهرت فصلت العصر بنفس وضوء صلاة الظهر فهل صلاتها صحيحه ام يجب الاعاده,"عليكم السلام 
اذا طهرت من الاستحاضة بعد صلاة الظهر فيجب الوضوء لصلاة العصر
فان صلتها بدون وضوء  وبنفس وضوء صلاة الظهر فصلاتها باطلة وعليها الاعادة أو القضاء."
السلام عليكم اني مطلوبة صلاة يصير اصلي الغفيلة حتة اذا مطلوبة صلاة,"عليكم السلام 
نعم يجوز"
"السلام عليكم
أنا دائمًا أُصلي صلاة الليل، لكن بعض الأحيان أجد نفسي غير راغبة بالصلاة ، فأقول كيف أُصلي صلاة منة على الله وكأني مجبورة والله لا يُريد صلاة عبد غير راغب ولاسيما أنها صلاة مستحبة لذلك لا أُصليها حتى لا تكون صلاة غير مرغوبة ،هل هذا صحيح أم أُرغم نفسي وأُصلي ؟","عليكم السلام 
هذا غير صحيح , وينبغي الاستمرار عليها وعدم الالتفات إلى مثل هكذا أمور فهي من وساوس الشيطان لعنه الله ."
"سلام عليكم
 اذا اجتني الدوره ب12 مع وقت الصلاة للظهرين واني لم اصل يعني من انظف من الدورة اقضي الظهر والعصر لو فقط الظهر","عليكم السلام ورحمة الله وبركاته 
اذا كان الوقت قبل نزول الحيض يكفي الصلاتين معاً فيجب قضاؤهما معاً واذا كان يسع لصلاة الظهر فقط فيجب قضاء صلاة الظهر دون العصر واذا كان الوقت لايسع حتى لصلاة واحدة فلا يجب عليكِ شئ"
"السلام عليكم 
هل يجوز اظهار ارجل المرأة الصلاة؟","عليكم السلام 
يجوز اظهار القدم ما لم يكن هنالك أجنبي ، هذا اذا لم يخرج شيء من الساق عند الركوع . فيحبّذ انزال الساتر بالتمام كي لا يخرج شيء من الساق ."
"السلام عليكم
 السوال عن صلاة اليل اذا بدأت في صلاة اليل واتمت اربع ركعات او ست ركعات وفي هذا الوقت اذن إلى صلاة الفجر ما نية بقية الركعت وصلاةالشفع والوتر هل هى قضاء او اداء","وعليكم السلام ورحمة الله وبركاته 
بعد طلوع الفجر تصلى قربة بلا نية الاداء أو القضاء٠"
"السلام عليكم 
١-ما هو ثواب صلاه الغفيله أرجو ذكر الروايات
٢-ما هو ثواب قراءة القران الكريم في يوم القيامة 
أرجو ذكر الروايات عنه","١- تورث دار الكرامة يعني له الجنة.
«قال رسول الله صلى الله عليه واله : (تنفلوا في ساعة الغفلة ولو بركعتين خفيفتين فإنهما يورثان دار الكرامة)، قيل يا رسول الله وما ساعة الغفلة؟ قال: (ما بين المغرب والعشاء) »

2- يستجاب الدعاء ويعطيه الله ماسأله
 عن أبي عبد الله الصادق عليه السلام  أنه قال: من صلى بين العشائين ركعتين يقرء في الأولى الحمد ﴿وذَا النُّونِ اِذْ ذَهَبَ مُغاضِباً... إلى قوله... وَكَذلِكَ نُنْجِي الْمُؤْمِنينَ﴾، وفي الثانية الحمد وقوله: ﴿وَعِنْدَهُ مِفاتِحُ الْغَيْبِ... إلى آخر الآية﴾ ، فإذا فرغ من القراءة رفع يديه وقال: اَللّـهُمَّ اِنّي أَسْأَلُكَ بِمَفاتِحِ الْغَْيِبِ الَّتي لا يَعْلَمُها اِلاّ اَنْتَ اَنْ تُصَلِّيَ عَلى مُحَمَّد وَآلِهِ وَاَنْ تَفْعَلَ بي كَذا وَكَذا. اَللّـهُمَّ اَنْتَ وَلِيُّ نِعْمَتي وَالْقادِرُ عَلى طَلِبَتي تَعْلَمُ حاجَتي فَأَسْأَلُكَ بِحَقِّ مُحَمَّد وَآلِهِ عَلَيْهِ وَ عَلَيْهِمُ السَّلامُ لَمّا قَضَيْتَها لي، وسأل الله حاجته، أعطاه الله ما سأل»


ارجوا ارسال السؤال الثاني في خانة القران برسالة مستقلة .
في رعاية الله"
س ع هل ثبت استحباب صلاة الغفيلة عند السيد السيستاني حفظه الله ام نصليها برجاء المطلوبية ‏‎﮼رحم،الله،والديكم,"السلام عليكم
نعم هي مستحبة."
"السلام عليكم ورحمة الله وبركاته
هل يجوز الاستغفار في صلاة الليل لأهل البيت عليهم السلام و للعلماء المجتهدين أمثال السيد الخوئي و السيستاني وغيرهم وخدمة المنبر أمثال الشيخ الوائلي","وعليكم السلام ورحمة الله وبركاته

هذا نص السؤال والجواب من موقع سماحة السيد السيستاني دام ظله :

السؤال: هل يجوز ذكر أهل البيت (عليهم السلام) في إستغفار ركعة الوتر ؟
الجواب: ان تبدأ دعائك بالصلاة على محمد و آل محمد و أن تختمه به فيكون محفوفاً بما هو مقبول عند الله (عزوجل)."
